Date-Time,Value,Unit,Commodity
5/1/02,5.611818182,Cents per Pound,Sugar
4/1/02,5.178181818,Cents per Pound,Sugar
3/1/02,5.9245,Cents per Pound,Sugar
2/1/02,5.683157895,Cents per Pound,Sugar
1/1/02,7.313809524,Cents per Pound,Sugar
12/1/01,7.41,Cents per Pound,Sugar
11/1/01,7.278,Cents per Pound,Sugar
10/1/01,6.596086957,Cents per Pound,Sugar
9/1/01,7.160666667,Cents per Pound,Sugar
8/1/01,7.904347826,Cents per Pound,Sugar
7/1/01,8.536190476,Cents per Pound,Sugar
6/1/01,8.742857143,Cents per Pound,Sugar
5/1/01,8.959545455,Cents per Pound,Sugar
4/1/01,8.052105263,Cents per Pound,Sugar
3/1/01,8.716818182,Cents per Pound,Sugar
2/1/01,9.3625,Cents per Pound,Sugar
1/1/01,10.05952381,Cents per Pound,Sugar
12/1/00,9.7175,Cents per Pound,Sugar
11/1/00,9.5135,Cents per Pound,Sugar
10/1/00,10.41318182,Cents per Pound,Sugar
9/1/00,9.8575,Cents per Pound,Sugar
8/1/00,10.59782609,Cents per Pound,Sugar
7/1/00,9.64047619,Cents per Pound,Sugar
6/1/00,8.334545455,Cents per Pound,Sugar
5/1/00,6.780869565,Cents per Pound,Sugar
4/1/00,6.011,Cents per Pound,Sugar
3/1/00,5.1112,Cents per Pound,Sugar
2/1/00,5.351,Cents per Pound,Sugar
1/1/00,5.6295,Cents per Pound,Sugar
12/1/99,5.982,Cents per Pound,Sugar
11/1/99,6.505,Cents per Pound,Sugar
10/1/99,6.754285714,Cents per Pound,Sugar
9/1/99,6.674545455,Cents per Pound,Sugar
8/1/99,5.723478261,Cents per Pound,Sugar
7/1/99,5.378181818,Cents per Pound,Sugar
6/1/99,6.038636364,Cents per Pound,Sugar
5/1/99,5.7485,Cents per Pound,Sugar
4/1/99,5.421904762,Cents per Pound,Sugar
3/1/99,6.025217391,Cents per Pound,Sugar
2/1/99,6.8155,Cents per Pound,Sugar
1/1/99,8.109000206,Cents per Pound,Sugar
12/1/98,8.076818466,Cents per Pound,Sugar
11/1/98,8.061429024,Cents per Pound,Sugar
10/1/98,7.46272707,Cents per Pound,Sugar
9/1/98,7.229090691,Cents per Pound,Sugar
8/1/98,8.482380867,Cents per Pound,Sugar
7/1/98,8.624761581,Cents per Pound,Sugar
6/1/98,8.098636627,Cents per Pound,Sugar
5/1/98,9.225500107,Cents per Pound,Sugar
4/1/98,9.676817894,Cents per Pound,Sugar
3/1/98,9.842272758,Cents per Pound,Sugar
2/1/98,10.71949959,Cents per Pound,Sugar
1/1/98,11.51850033,Cents per Pound,Sugar
12/1/97,12.32666683,Cents per Pound,Sugar
11/1/97,12.01200008,Cents per Pound,Sugar
10/1/97,11.38227272,Cents per Pound,Sugar
9/1/97,11.33136368,Cents per Pound,Sugar
8/1/97,11.70142841,Cents per Pound,Sugar
7/1/97,11.57217407,Cents per Pound,Sugar
6/1/97,11.42904758,Cents per Pound,Sugar
5/1/97,11.12818146,Cents per Pound,Sugar
4/1/97,11.29909134,Cents per Pound,Sugar
3/1/97,11.14099979,Cents per Pound,Sugar
2/1/97,10.81299973,Cents per Pound,Sugar
1/1/97,10.69190502,Cents per Pound,Sugar
12/1/96,10.73799992,Cents per Pound,Sugar
11/1/96,10.72476196,Cents per Pound,Sugar
10/1/96,11.12391281,Cents per Pound,Sugar
9/1/96,11.91571426,Cents per Pound,Sugar
8/1/96,12.36636353,Cents per Pound,Sugar
7/1/96,12.80695629,Cents per Pound,Sugar
6/1/96,12.17399979,Cents per Pound,Sugar
5/1/96,11.37772751,Cents per Pound,Sugar
4/1/96,11.98380947,Cents per Pound,Sugar
3/1/96,12.89904785,Cents per Pound,Sugar
2/1/96,12.81857109,Cents per Pound,Sugar
1/1/96,12.53363609,Cents per Pound,Sugar
12/1/95,12.31000042,Cents per Pound,Sugar
11/1/95,11.98409081,Cents per Pound,Sugar
10/1/95,11.83727264,Cents per Pound,Sugar
9/1/95,11.68999958,Cents per Pound,Sugar
8/1/95,12.98086929,Cents per Pound,Sugar
7/1/95,13.59238052,Cents per Pound,Sugar
6/1/95,14.02045441,Cents per Pound,Sugar
5/1/95,13.52227306,Cents per Pound,Sugar
4/1/95,13.60526276,Cents per Pound,Sugar
3/1/95,14.5934782,Cents per Pound,Sugar
2/1/95,14.40750027,Cents per Pound,Sugar
1/1/95,14.79500008,Cents per Pound,Sugar
12/1/94,14.67476177,Cents per Pound,Sugar
11/1/94,13.92590904,Cents per Pound,Sugar
10/1/94,12.75809479,Cents per Pound,Sugar
9/1/94,12.59409046,Cents per Pound,Sugar
8/1/94,12.09478283,Cents per Pound,Sugar
7/1/94,11.77428532,Cents per Pound,Sugar
6/1/94,12.04818153,Cents per Pound,Sugar
5/1/94,11.57999992,Cents per Pound,Sugar
4/1/94,11.01350021,Cents per Pound,Sugar
3/1/94,11.72913074,Cents per Pound,Sugar
2/1/94,10.82250023,Cents per Pound,Sugar
1/1/94,10.29904747,Cents per Pound,Sugar
12/1/93,10.52260876,Cents per Pound,Sugar
11/1/93,10.07409096,Cents per Pound,Sugar
10/1/93,10.29476166,Cents per Pound,Sugar
9/1/93,9.535908699,Cents per Pound,Sugar
8/1/93,9.342272758,Cents per Pound,Sugar
7/1/93,9.675000191,Cents per Pound,Sugar
6/1/93,10.39863682,Cents per Pound,Sugar
5/1/93,11.82800007,Cents per Pound,Sugar
4/1/93,11.15380955,Cents per Pound,Sugar
3/1/93,10.62478256,Cents per Pound,Sugar
2/1/93,8.559499741,Cents per Pound,Sugar
1/1/93,8.237999916,Cents per Pound,Sugar
12/1/92,8.148636818,Cents per Pound,Sugar
11/1/92,8.559524536,Cents per Pound,Sugar
10/1/92,8.70545578,Cents per Pound,Sugar
9/1/92,9.312274933,Cents per Pound,Sugar
8/1/92,9.864761353,Cents per Pound,Sugar
7/1/92,10.31217575,Cents per Pound,Sugar
6/1/92,10.34772873,Cents per Pound,Sugar
5/1/92,9.613334656,Cents per Pound,Sugar
4/1/92,9.455715179,Cents per Pound,Sugar
3/1/92,8.250453949,Cents per Pound,Sugar
2/1/92,7.842999935,Cents per Pound,Sugar
1/1/92,8.424091339,Cents per Pound,Sugar
12/1/91,9.001903534,Cents per Pound,Sugar
11/1/91,8.63299942,Cents per Pound,Sugar
10/1/91,9.125881195,Cents per Pound,Sugar
9/1/91,9.295501709,Cents per Pound,Sugar
8/1/91,9.588298798,Cents per Pound,Sugar
7/1/91,10.3219986,Cents per Pound,Sugar
6/1/91,9.200000763,Cents per Pound,Sugar
5/1/91,7.588099957,Cents per Pound,Sugar
4/1/91,8.509998322,Cents per Pound,Sugar
3/1/91,9.13999939,Cents per Pound,Sugar
2/1/91,8.509998322,Cents per Pound,Sugar
1/1/91,8.799999237,Cents per Pound,Sugar
12/1/90,9.740001678,Cents per Pound,Sugar
11/1/90,10.06000137,Cents per Pound,Sugar
10/1/90,9.38999939,Cents per Pound,Sugar
9/1/90,11.02000046,Cents per Pound,Sugar
8/1/90,10.93000031,Cents per Pound,Sugar
7/1/90,12,Cents per Pound,Sugar
6/1/90,12.97000122,Cents per Pound,Sugar
5/1/90,14.61999893,Cents per Pound,Sugar
4/1/90,15.24000168,Cents per Pound,Sugar
3/1/90,15.31000137,Cents per Pound,Sugar
2/1/90,14.65000153,Cents per Pound,Sugar
1/1/90,14.20000076,Cents per Pound,Sugar
